rawi_index,name,grade,places,birth,death,date_birth,date_death
245,أبو جعفر بن محمد بن ركانة بن عبد يزيد ، أو أبو جعفر بن محمد بن علي بن ركانة ، ويقال : محمد بن يزيد بن ركانة,مجهول,[],74.0,139.0,,
246,أبو حازم بن صخر بن العيلة ، ويقال : أبو حازم صخر بن العيلة,مستور,[],39.23809523809524,104.23809523809524,,
247,أبو حبيب بن يعلى بن منية,مجهول,[],55.0,120.0,,
248,أبو حبيبة,مقبول,[],39.23809523809524,104.23809523809524,,
249,أبو حريز,مجهول,[],39.23809523809524,104.23809523809524,,
250,أبو حصين بن يحيى بن سليمان ، قيل : اسمه عبد الله,ثقة,[],90.5,155.5,,51 هـ : 260 هـ
251,أبو حفص,مجهول,[],70.0,135.0,,
252,أبو حفص,مجهول,[],74.0,139.0,,
253,أبو حفصة,مقبول,[],39.23809523809524,104.23809523809524,,
254,أبو حكيم,مجهول,[],39.23809523809524,104.23809523809524,,
255,أبو حلبس ، وقيل ابن حلبس,مجهول,[],96.0,161.0,,
256,أبو حميد,مجهول,[],74.0,139.0,,
257,أبو حميد ، ويقال : عبد الرحمن بن سعد المقعد,قيل : هو عبد الرحمن بن سعد المقعد وإلا فمجهول,[],39.23809523809524,104.23809523809524,,
258,أبو حنيفة,مجهول,[],39.23809523809524,104.23809523809524,,
259,أبو حومل ، ويقال  : أبو حرمل,مجهول,[],74.0,139.0,,
261,أبو حية بن قيس ، قيل : اسمه عمرو بن نصر ، وقيل : عبد الله ، وقيل : عامر بن الحارث,مقبول,[],39.23809523809524,104.23809523809524,,
262,أبو خالد,يحتمل أن يكون الدالاني وإلا فمجهول,[],74.0,139.0,,
263,أبو خالد,مجهول,[],39.23809523809524,104.23809523809524,,
264,أبو خراش,مجهول,[],39.23809523809524,104.23809523809524,,
265,أبو خزامة,صحابي,[],-5.583333333333329,59.41666666666667,,
266,أبو راشد,مقبول,[],39.23809523809524,104.23809523809524,,
267,أبو زرعة ، قيل : هو ابن عمرو بن جرير,قيل: هو ابن عمرو بن جرير، وإلا فهو .مجهول,[],70.0,135.0,,
268,"أبو زرعة بن عمرو بن جرير بن عبد الله , قيل : اسمه هرم ، وقيل : عمرو ، وقيل : عبد الله ، وقيل : عبد الرحمن ، وقيل : جرير",ثقة,[],30.5,95.5,,91 هـ : 100 هـ
269,أبو زيد ، قيل : عبد الملك بن ميسرة,مجهول,[],96.0,161.0,,
270,أبو زيد ، عن أبي هريرة,مجهول,[],39.23809523809524,104.23809523809524,,
271,"أبو زيد , وقيل : أبو زايد أو زيد بالشك",مجهول,[],39.23809523809524,104.23809523809524,,
272,أبو زينب,مجهول,[],55.0,120.0,,
273,أبو سعد,مجهول,[],70.0,135.0,,
274,أبو سعد,مجهول,[],55.0,120.0,,
275,أبو سعد ، ويقال : أبو سعيد,مقبول,['الأزد'],39.23809523809524,104.23809523809524,,
276,أبو سعد بن أبي فضالة ، ويقال : أبو سعيد بن فضالة بن أبي فضالة,صحابي,"['المدينة', 'الشام']",-5.583333333333329,59.41666666666667,,
278,أبو سعيد,مجهول,[],39.23809523809524,104.23809523809524,,
279,أبو سعيد ، عن عبد الملك,مجهول,[],96.0,161.0,,
280,أبو سعيد,مقبول,[],39.23809523809524,104.23809523809524,,
281,أبو سعيد,مجهول,[],96.0,161.0,,
283,"أبو سعيد بن المعلى , يقال : اسمه رافع بن أوس  بن المعلى ، وقيل : الحارث  بن أوس بن المعلى ، ويقال : الحارث بن نفيع  بن المعلى بن لوذان بن حارثة بن عدي بن زيد بن ثعلبة بن عدي بن مالك بن زيد مناة بن حبيب بن عبد حارثة بن مالك بن غضب بن جشم بن خزرج",صحابي,[],15.333333333333329,80.33333333333333,,73  هـ ، وقيل : 74 هـ ، وقيل : 94 هـ
284,أبو سعيد,مقبول,[],30.5,95.5,,91 هـ : 100 هـ
285,أبو سعيد,مقبول,[],36.0,101.0,,101 هـ
286,أبو سفيان ، عن عمرو بن حريش,مقبول,[],74.0,139.0,,
287,أبو سفيان بن سعيد بن المغيرة بن الأخنس بن شريق,مقبول,[],39.23809523809524,104.23809523809524,,
288,أبو سفيان ، قيل : وهب ، وقيل : قزمان,ثقة,[],30.5,95.5,,91 هـ : 100 هـ
289,أبو سلمة,مجهول,[],39.23809523809524,104.23809523809524,,
290,أبو سلمة,مجهول,[],96.0,161.0,,
291,أبو سلمة بن نبيه,مجهول,[],96.0,161.0,,
292,أبو سهلة,ثقة,[],39.23809523809524,104.23809523809524,,
293,أبو سورة,ضعيف,[],39.23809523809524,104.23809523809524,,
294,أبو سيارة ، قيل : اسمه عميرة بن الأعلم ، وقيل : عمير بن الأعلم ، وقيل : اسمه عميرة بن الأعزل ، وقيل : اسمه عمرو ، وقيل : عمر ، وقيل : اسمه الحارث بن مسلم ، وقيل : عامر بن هلال,صحابي,['الشام'],-5.583333333333329,59.41666666666667,,
295,أبو شريح ، عن أبي مسلم,مقبول,[],74.0,139.0,,
296,أبو شعبة,مقبول,[],39.23809523809524,104.23809523809524,,
297,أبو شمر,مقبول,[],55.0,120.0,,
298,أبو شيبة ، عن عبد الله بن عكيم,يحتمل أن يكون أحد هؤلاء ، وإلا فمجهول,[],74.0,139.0,,
299,أبو صالح,لين الحديث,['المدينة'],39.23809523809524,104.23809523809524,,
300,أبو صالح,مقبول,[],39.23809523809524,104.23809523809524,,
301,أبو طارق,مجهول,[],96.0,161.0,,
302,أبو طالوت,مجهول,[],70.0,135.0,,
303,أبو طعمة ، قيل : هلال,قيل هو هلال والا فهو مجهول,[],39.23809523809524,104.23809523809524,,
304,أبو طلحة,مقبول,[],55.0,120.0,,
305,أبو ظبية ، ويقال : أبو طيبة,مقبول,"['دمشق', 'حمص']",20.5,85.5,,81 هـ : 90 هـ
307,أبو عائشة,مقبول,[],20.25,85.25,,
308,أبو عاصم,مقبول,[],70.0,135.0,,
311,أبو عبد الله,مجهول,[],39.23809523809524,104.23809523809524,,
312,أبو عبد الله ، ويقال : أبو عبيد الله,,[],-65.0,0.0,,
313,أبو عبد الله ، قيل :  نافع بن أبي نافع ، ويقال : أبو صالح,ثقة,[],39.23809523809524,104.23809523809524,,
314,أبو عبد الله,ثقة,[],20.5,85.5,,ذكر فى التاريخ مرة : بين 71 هـ و 80 هـ ، ومرة : بين 91 هـ و100 هـ
316,أبو عبد الله,مجهول,[],74.0,139.0,,
317,أبو عبد الله,مجهول,[],74.0,139.0,,
318,أبو عبد الله,مجهول,[],74.0,139.0,,
319,أبو عبيدة بن حذيفة بن اليمان,مقبول,[],20.25,85.25,,
320,أبو عبيدة بن عبد الله بن زمعة بن الأسود بن المطلب بن أسد بن عبد العزى بن قصي,مقبول,[],50.5,115.5,,111 هـ : 120 هـ
321,أبو عبيدة بن محمد بن عمار بن ياسر ، اسمه : سلمة,مقبول,[],50.5,115.5,,111 هـ : 120 هـ
324,أبو عثمان بن سنة,مقبول,[],20.25,85.25,,
325,أبو عذرة ، عن عائشة,مجهول,[],20.25,85.25,,
327,أبو عطية,مقبول,[],39.23809523809524,104.23809523809524,,
328,أبو عكاشة,مجهول,[],74.0,139.0,,
329,أبو علقمة,ثقة,"['مصر', 'إفريقية']",40.5,105.5,,101 هـ : 110 هـ
330,أبو علي بن يزيد بن أبي النجاد,مجهول,[],96.0,161.0,,
331,أبو عمر ، وقيل : أبو عمرو,ضعيف,[],74.0,139.0,,
332,أبو عمر ، وقيل : أبو عمرو,مقبول,[],39.23809523809524,104.23809523809524,,
333,أبو عمرة,مقبول,[],39.23809523809524,104.23809523809524,,
334,أبو عمرو بن حفص بن المغيرة بن عبد الله بن عمر بن مخزوم ، قيل : اسمه عبد الحميد ، وقيل : أحمد ، ويقال فيه : أبو حفص بن عمرو بن المغيرة ، ويقال :  أبو حفص بن المغيرة,,"['المدينة', 'اليمن']",-65.0,0.0,,فى آخر حياة النبي عند توليه على اليمن ، وقيل : عاش إلى زمن عمر
335,أبو عمرو بن حماس بن عمرو,مقبول,[],74.0,139.0,,139 هـ
336,أبو عمرو بن العلاء بن عمار بن العريان :  عمرو  بن عبد الله بن الحصين بن الحارث بن جلهم ، ويقال: جلهمة بن خزاعى ، ويقال : جلهم بن حجر خزاعى بن مالك بن مازن بن عمرو  بن تميم بن مر  ، اختلف فى اسمه  ، فقيل :  زبان ، وقيل :  العريان ، وقيل :  يحيى ، وقيل :  جزء ، وقيل : اسمه كنيته,ثقة ، من علماء العربية,"['الكوفة', 'طريق الشام', 'دمشق']",70.0,155.5,نحو 70 هـ,قال ابن قتيبة : 154 هـ ، وقال خليفة بن خياط : 157 هـ
337,"أبو عمرو بن محمد بن حريث , وقيل : أبو محمد بن عمرو بن حريث , وقيل : أبو عمرو بن محمد بن عمرو بن حريث",مجهول,[],74.0,139.0,,حكي عن سفيان بن عيينة : أن إسماعيل بن أمية مات قبله
338,أبو عياش,مقبول,[],39.23809523809524,104.23809523809524,,
339,أبو عياض ، وقيل : اسمه قيس بن ثعلبة,مجهول,[],74.0,139.0,,
340,أبو عيسى,مقبول,[],55.0,120.0,,
341,أبو فاطمة أنيس ، وقيل : عبد الله بن أنيس,,"['الشام', 'مصر']",-65.0,0.0,,
342,أبو قابوس,مقبول,[],55.0,120.0,,
343,أبو قرة,مجهول,[],74.0,139.0,,
344,أبو كباش ، وقيل : أبو عياش,مجهول,[],39.23809523809524,104.23809523809524,,
345,أبو كبشة,ثقة,[],20.5,85.5,,81 هـ : 90 هـ
346,أبو كبشة,مقبول,[],39.23809523809524,104.23809523809524,,
347,أبو كثير ، وقيل : أبو كبير ، وقيل : أبو كبيرة,ثقة ، ويقال : له صحبة,[],-65.0,0.0,في حياة النبي صلى الله عليه وسلم,
348,أبو كثير,مقبول,[],55.0,120.0,,
349,أبو كرب,مجهول,[],96.0,161.0,,
350,أبو كنانة,مجهول,[],39.23809523809524,104.23809523809524,,
351,"أبو لاس , ويقال : ابن لاس , ويقال : إنه عبد الله بن غنمة , وقيل : زياد",صحابي,[],-5.583333333333329,59.41666666666667,,
352,أبو ليلى : بلال ، ويقال بليل ، ويقال داود بن بلال بن بليل بن أحيحة بن الجلاح بن الخريش بن جحجبى بن كلفة بن عوف بن عمرو بن عوف وقيل : يسار بن نمير ، وقيل : أوس بن خولي,صحابي,"['جهينة بالكوفة', 'الكوفة']",-28.0,37.0,,37 هـ
354,أبو ليلى بن عبد الله بن عبد الرحمن ابن سهل ، أو عبد الله بن سهل بن عبد الرحمن بن سهل بن أبي حثمة : أو ابن كعب,ثقة,[],55.0,120.0,,
355,أبو مالك : قيل : الحارث بن الحارث ، وقيل : عبيد ، وقيل : عبيد الله ، وقيل : عمرو ، وقيل كعب بن عاصم ، وقيل : كعب بن كعب ، وقيل : عامر بن الحارث بن هانئ بن كلثوم,صحابي,"['الشام', 'عمواس']",-47.0,18.0,,18 هـ
356,"أبو محمد ,  يقال : أفلح",هو أفلح  وإلا فمجهول,[],39.23809523809524,104.23809523809524,,
357,أبو محمد ، وقيل : محمد بن أبي محمد,مجهول,[],70.0,135.0,,
358,أبو مرزوق ، عن أبي غالب,لين,[],74.0,139.0,,
359,أبو مروان ، قيل : اسمه سعد ، وقيل : مغيث بن عمرو ، وقيل : غير ذلك ، وقال ابن حبان : اسمه عبد الرحمن بن مصعب,له صحبة ، إلا أن الإسناد إليه بذلك واه,[],-65.0,0.0,,
360,عبد الرحمن بن ماعز,ثقة,"['دمشق', 'يقال : حمص']",50.5,115.5,,111 هـ : 120 هـ
361,أبو مريم,صحابي,[],-5.583333333333329,59.41666666666667,,
363,أبو مزاحم,مجهول,[],39.23809523809524,104.23809523809524,,
364,أبو مسلم,مقبول,[],39.23809523809524,104.23809523809524,,
365,أبو مسلم,مقبول,[],55.0,120.0,,
366,أبو مشجعة بن ربعي,مقبول,[],20.25,85.25,,
367,أبو مصبح,ثقة,['حمص'],40.5,105.5,,101 هـ : 110 هـ
368,أبو مطر ، عن سالم بن عبد الله,مجهول,[],74.0,139.0,,
369,"أبو معاذ , ويقال :  أبو معان",مجهول,[],74.0,139.0,,
370,أبو معقل ، عن أنس بن مالك,مجهول,[],70.0,135.0,,
371,أبو معن ، عن أنس بن مالك,مجهول,[],70.0,135.0,,
372,أبو منظور,مجهول,[],74.0,139.0,,
373,أبو موسى,مقبول,[],20.25,85.25,,
374,أبو موسى ، عن أبي مريم,مجهول,[],74.0,139.0,,
375,أبو موسى ، وقال المزي : إنه إسرائيل بن موسى ووهمه ابن حجر,مجهول,[],80.5,145.5,,141 هـ : 150 هـ
376,أبو ميمون ، عن رافع بن خديج,مجهول,[],55.0,120.0,,
377,أبو نخيلة,صحابي,[],-5.583333333333329,59.41666666666667,,
378,أبو نصر,مجهول,[],74.0,139.0,,
379,أبو نصر,مجهول,[],55.0,120.0,,
380,أبو هاشم,مجهول الحال,[],39.23809523809524,104.23809523809524,,
381,"أبو هاشم بن عتبة بن ربيعة بن عبد شمس  بن عبد مناف, قيل : اسمه خالد ، وقيل : شيبة ، وقيل :  هشام ،  وقيل :  هشيم , وقيل : مهشم",صحابي,['الشام'],-65.0,0.0,,في خلافة عثمان
382,أبو هند,مقبول,[],39.23809523809524,104.23809523809524,,
383,أبو هند ، قيل : إبراهيم بن ميمون,قيل إبراهيم بن ميمون الصائغ ، وإلا فمجهول,[],74.0,139.0,,
384,أبو وقاص ، عن زيد بن أرقم,مجهول,[],39.23809523809524,104.23809523809524,,
385,أبو وهب,صحابي,['الشام'],-5.583333333333329,59.41666666666667,,
387,"أبو يحيى , قيل : سمعان",مقبول,[],55.0,120.0,,
388,أبو يحيى,مقبول,[],55.0,120.0,,
389,أبو يزيد,مقبول,['البصرة'],70.5,135.5,,131 هـ : 140 هـ
390,أبو يزيد,مجهول,[],55.0,120.0,,
391,أبو يزيد,يقال : له صحبة,[],20.25,85.25,,
392,أبو يزيد,مجهول,[],55.0,120.0,,
393,أبو يزيد ، قال ابن حجر : سماه الحاكم : يزيد بن مسلم ، فوهم,صدوق,[],96.0,161.0,,
394,أبو يسار,مجهول الحال,[],74.0,139.0,,
395,أبو يونس,ثقة,[],30.5,95.5,,91 هـ : 100 هـ
396,أبي بن العباس بن سهل بن سعد,فيه ضعف,[],100.5,165.5,,161 هـ : 170 هـ
397,أبي بن عمارة ، ويقال : ابن عبادة ، وقال أبو حاتم : هو عندي خطأ ، إنما هو أبو أُبي ، واسمه : عبد الله بن عمرو ابن أم حرام,له صحبة,['مصر'],-4.0,61.0,,
398,أبي بن كعب بن قيس بن عبيد بن زيد بن معاوية بن عمرو وهو حديلة ، وهو اسم أمه ، ويقال لبني عمرو هذا بنو حديلة وهو ابن مالك بن النجار ، واسمه تيم اللات ، ويقال : تيم الله بن ثعلبة بن عمرو بن الخزرج الأكبر,من فضلاء الصحابة,"['البصرة', 'المدينة']",-39.0,26.0,,19 هـ ، أو  20 هـ ، أو 22 هـ ، أو 30 هـ ، أو 32 هـ ، أو 33 هـ
399,أبيض بن حمال,له صحبة,['مأرب'],-4.0,61.0,,
400,أجلح بن عبد الله بن حجية ، ويقال : أجلح بن عبد الله بن معاوية ، ويقال : اسمه يحيى,صدوق شيعي,[],80.0,145.0,,145 هـ
401,أحزاب بن أسيد ، ويقال : ابن أسد : السمع بن مالك بن زيد بن سهل بن عمرو بن قيس بن معاوية بن جشم بن عبد شمس,مختلف في صحبته ، والصحيح أنه مخضرم ثقة,['الشام'],0.5,65.5,,61 هـ : 70 هـ
