rawi_index,name,grade
436,"أحمد بن سعيد بن صخر ، زاد الخطيب : ابن سليمان بن سعيد بن قيس , ويقال : إن جده صخر بن عليم بن قيس بن عبد الله بن المنذر بن كعب بن الأسود بن عبد الله بن زيد بن عبد الله بن دارم",ثقة حافظ
437,أحمد بن سعيد بن يعقوب,صدوق
439,أحمد بن سليمان بن عبد الملك بن أبي شيبة : يزيد بن لاعي,ثقة حافظ
440,أحمد بن سنان بن أسد بن حبان,ثقة حافظ
441,أحمد بن سيار بن أيوب بن عبد الرحمن,ثقة حافظ
442,أحمد بن شبيب بن سعيد,صدوق
443,أحمد بن صالح,ثقة حافظ
444,أحمد بن صالح ، وليس هو محمد بن صالح,ثقة
445,أحمد بن الصباح ، وقيل : أحمد بن عمر بن أبي سريج : الصباح,ثقة حافظ ، له غرائب
447,أحمد بن عاصم بن عنبسة,صدوق
450,أحمد بن عبد الرحمن بن بكار بن عبد الملك بن الوليد بن بسر بن أرطاة ، ويقال : ابن أبي أرطاة,صدوق ، تكلم فيه بلا حجة
451,أحمد بن عبد الرحمن بن عبد الله  بن سعد بن عثمان,صدوق
452,أحمد بن عبد الرحمن بن وهب بن مسلم,صدوق ، تغير بآخره
453,أحمد بن عبد الله بن مسلم : أبي شعيب,ثقة
454,أحمد بن عبد الله بن أيوب ، وقال الحاكم : ابن عبد الله بن واقد بن الحارث بن عبد الله بن أرقم بن زياد بن مطرف بن النعمان بن سلمة بن ثعلبة بن الدول بن حنيفة,ثقة
455,أحمد بن عبد الله بن الحكم بن فروة,ثقة
457,أحمد بن عبد الله بن علي بن سويد بن منجوف ، وقد ينسب إلى جده,صدوق
458,أحمد بن عبد الله بن ميمون بن العباس بن الحارث ، ابن أبي الحواري,ثقة زاهد
459,أحمد بن عبد الله بن محمد بن عبد الله بن أبي السفر : سعيد بن يحمد,صدوق يهم
460,أحمد بن عبد الله بن يوسف,مستور
461,أحمد بن عبد الله بن يونس بن عبد الله بن قيس ، وقد ينسب إلى جده,ثقة حافظ
462,"أحمد بن عبد الملك بن واقد , وقد ينسب إلى جده",ثقة ، تكلم فيه بلا حجة
463,أحمد بن عبد الواحد بن واقد,صدوق
464,أحمد بن عبدة,صدوق
465,أحمد بن عبدة بن موسى,ثقة ، رمي بالنصب
467,"أحمد بن عبيد الله بن سهيل بن صخر , ويقال : أحمد بن عبد الله",صدوق
468,أحمد بن عثمان بن أبي عثمان : عبد النور بن عبد الله بن سنان,ثقة
469,أحمد بن عثمان بن حكيم بن ذبيان,ثقة
470,أحمد بن علي,صدوق ، ضعفه الأزدي بلا حجة
471,أحمد بن علي بن سعيد بن إبراهيم,ثقة حافظ
472,أحمد بن عمر,صدوق
473,أحمد بن عمر بن حفص بن جهم بن واقد بن عبد الله,ثقة
474,أحمد بن عمرو بن عبد الله بن عمرو بن السرح,ثقة
475,"أبو العباس : محمد بن عمرو بن العباس , وقيل : عمرو بن العباس , وقيل : أحمد بن عمرو بن عبيدة , وقيل : عبدك",ثقة
476,أحمد بن عيسى بن حسان,صدوق تلكم في بعض سماعاته ، قال الخطيب : بلا حجة
477,أحمد بن الفرات بن خالد,ثقة حافظ ، تكلم فيه بلا مستند
478,أحمد بن فضالة بن إبراهيم,صدوق ، ربما أخطأ
479,أحمد بن محمد بن إبراهيم,صدوق
480,أحمد بن محمد بن أحمد بن محمد بن أبي خلف,ثقة
481,أحمد بن محمد بن أيوب,صدوق ، كانت فيه غفلة
482,أحمد بن محمد بن ثابت بن عثمان بن مسعود بن يزيد,ثقة
483,أحمد بن محمد بن جعفر,صدوق
484,أحمد بن محمد بن حنبل بن هلال بن أسد,ثقة حافظ فقيه حجة
485,أحمد بن محمد بن عبيد الله بن أبي رجاء,صدوق
486,أحمد بن محمد بن المغيرة بن سنان ، وقيل : أحمد بن محمد بن معروف بن سنان ، وقيل : أحمد بن محمد بن سيار,صدوق
487,أحمد بن محمد بن موسى ، وربما نسب إلى جده,ثقة حافظ
488,أحمد بن محمد بن نيزك بن حبيب,صدوق في حفظه شيء
490,أحمد بن محمد بن الوليد بن عقبة بن الأزرق بن عمرو بن الحارث بن أبي شمر,ثقة
491,أحمد بن محمد بن يحيى بن سعيد بن فروخ,صدوق
493,أحمد بن المعلى بن يزيد,صدوق
494,أحمد بن المفضل,صدوق ، شيعي ، في حفظه شيء
495,أحمد بن المقدام بن سليمان بن الأشعث بن أسلم بن سويد بن الأسود بن ربيعة بن سنان,"صدوق , صاحب حديث"
496,أحمد بن المنذر بن الجارود,صدوق
498,أحمد بن منصور بن سيار بن المبارك,ثقة ، حافظ
499,أحمد بن منيع بن عبد الرحمن,ثقة حافظ
501,أحمد بن ناصح,صدوق
502,أحمد بن نصر بن زياد,ثقة فقيه حافظ
504,أحمد بن النضر بن عبد الوهاب,ثقة حافظ
506,أحمد بن الهيثم بن حفص,صدوق
507,أحمد بن يحيى بن زكريا,ثقة
509,أحمد بن يحيى بن الوزير بن سليمان بن المهاجر,ثقة
510,أحمد بن يزيد بن إبراهيم بن الورتنيس,ضعفه أبو حاتم
511,أحمد بن يزيد بن روح,مستور
512,أحمد بن يعقوب,ثقة
513,أحمد بن يوسف بن خالد بن سالم بن زاوية,حافظ ثقة
514,أحمر بن جزء ، ويقال : أحمر بن سواء بن جزء ، ويقال : أحمر بن شهاب بن جزء بن ثعلبة بن زيد بن مالك بن سنان,صحابي
515,أحوص بن جواب,"صدوق , ربما وهم"
516,أحوص بن حكيم بن عمير  : عمرو بن الأسود,ضعيف الحفظ
517,أبو راشد ، قال أبو زرعة : اسمه أخضر ، وقال : أبو الحسن بن سميع : أخضر بن خوط ، وقال قوم : النعمان بن بشير,ثقة
518,الأخضر بن عجلان,صدوق
519,أدرع,معدود في الصحابة
520,أبو الجعد ، قيل : اسمه أدرع ، وقيل : عمرو بن بكر ، وقيل : جنادة,صحابي
521,إدريس بن صبيح ، وقال ابن عدي : إنما هو إدريس بن يزيد,مجهول
522,إدريس بن يزيد بن عبد الرحمن,ثقة
523,أربدة ، ويقال : أربد,صدوق
524,أرطاة بن المنذر بن الأسود بن ثابت,ثقة
525,أرقم بن شرحبيل,ثقة
526,أزداد ، ويقال : يزداد بن فساءة,مختلف في صحبته ، وقال أبو حاتم : مجهول .
527,الأزرق بن قيس,ثقة
528,أزهر بن جميل بن جناح,صدوق يغرب
529,أزهر بن راشد,مجهول
530,أزهر بن سعد,ثقة
531,أزهر بن سنان,ضعيف
532,أزهر بن عبد الله بن جميع ، ويقال : هو أزهر بن سعيد,صدوق، تكلموا فيه للنصب
533,أزهر بن القاسم,صدوق
534,أزهر بن مروان,صدوق
535,أسامة بن أخدري,صحابي
536,أسامة بن حفص,صدوق
537,أسامة بن زيد,صدوق يهم
538,أسامة بن زيد بن أسلم,ضعيف من قبل حفظه
539,أسامة بن زيد بن حارثة بن شراحيل,صحابي مشهور
540,أسامة بن شريك,صحابي
541,أسامة بن عمير بن عامر بن الأقيشر,صحابي
542,"أبو العشراء ، قيل : اسمه أسامة بن مالك بن قهطم ,  وقيل : عطارد بن برز , وقيل : عطارد بن بلز , وقيل : يسار بن بلز بن مسعود بن خولي بن حرملة بن قتادة",مجهول
543,أسباط ، قيل : إنه أسباط بن عبد الواحد,ضعيف
544,أسباط بن محمد بن عبد الرحمن بن خالد بن ميسرة ، وقيل : ابن أبي عبد الرحمن,ثقة ضُعِّف في الثوري
545,أسباط بن نصر,صدوق كثير الخطأ يغرب
546,إسحاق بن إبراهيم,ضعيف
547,إسحاق بن إبراهيم,فيه ضعف
548,إسحاق بن إبراهيم بن حبيب بن الشهيد,ثقة
549,إسحاق بن إبراهيم بن مخلد بن إبراهيم بن مطر ، وقال ابن حزم : ابن عبد الله بن مطر بن عبيد الله بن غالب بن الوارث بن عبيد الله بن عطية بن مرة بن كعب بن همام بن أسد بن مرة بن عمرو بن حنظلة بن مالك بن زيد مناة بن تميم,ثقة حافظ مجتهد
550,إسحاق بن إبراهيم بن يزيد,صدوق ، ضعف بلا مستند
551,إسحاق بن إبراهيم بن عبد الرحمن بن منيع,ثقة
552,إسحاق بن إبراهيم بن محمد,ثقة
553,"إسحاق بن إبراهيم بن عمير , وقيل : ابن عمران بن عمير",مجهول
554,إسحاق بن إبراهيم بن سويد ، وقد ينسب إلى جده,ثقة
555,إسحاق بن إبراهيم بن سعيد ، وقد ينسب إلى جده,لين الحديث
556,إسحاق بن إبراهيم بن نصر,صدوق
557,إسحاق بن أبي إسرائيل : إبراهيم بن كامجر,صدوق ، تكلم فيه لوقفه في القرآن
558,إسحاق بن أبي الفرات : بكر,مجهول
560,إسحاق بن جبريل ، وهو إسحاق بن أبي عيسى,صدوق
561,إسحاق بن إسماعيل,ثقة ، تكلم في سماعه من جرير وحده
562,إسحاق بن إسماعيل بن العلاء ، وقيل: ابن عبد الأعلى بن عبد الحميد,صدوق
564,إسحاق بن أسيد,فيه ضعف
565,إسحاق بن بكر بن مضر بن محمد بن حكيم بن سلمان,صدوق فقيه
566,إسحاق بن الجراح,صدوق
567,إسحاق بن جعفر بن محمد بن علي بن الحسين بن علي بن أبي طالب,صدوق
568,إسحاق بن حازم ، وقيل : ابن أبي حازم,صدوق ، تكلم فيه للقدر
569,إسحاق بن راشد,ثقة ، في حديثه عن الزهري بعض الوهم
570,إسحاق بن الربيع,صدوق تكلم فيه للقدر
571,إسحاق بن سالم,مجهول الحال
572,إسحاق بن سعيد بن عمرو بن سعيد بن العاص بن سعيد بن العاص بن أمية بن عبد شمس,ثقة
573,إسحاق بن سليمان,ثقة فاضل
574,إسحاق بن سويد بن هبيرة,صدوق ، تكلم فيه للنصب
575,إسحاق بن شاهين بن الحارث,صدوق
576,إسحاق بن الصباح ، الصغير,مقبول
578,إسحاق بن طلحة بن عبيد الله,مقبول
579,إسحاق بن عبد الله بن أبي طلحة : زيد بن سهل ، وربما ينسب إلى جده,ثقة حجة
580,إسحاق بن عبد الله بن أبي فروة : عبد الرحمن بن الأسود بن سوادة ، ويقال : الأسود بن عمرو بن رياش ، ويقال : كيسان,متروك
581,إسحاق بن عبد الله بن الحارث بن نوفل بن الحارث بن عبد المطلب بن هاشم,ثقة
582,إسحاق بن عبد الله بن الحارث بن كنانة ، وقد ينسب إلى جده,صدوق
583,إسحاق بن عبد الله بن جعفر بن أبي طالب,مستور
585,إسحاق بن عبيد الله بن أبي المهاجر,مقبول
